2022-05-01 12:47:49,0.0
2022-05-01 12:47:50,18.44
2022-05-01 12:47:51,18.44
2022-05-01 12:47:52,18.44
2022-05-01 12:47:53,18.44
2022-05-01 12:47:54,18.44
2022-05-01 12:47:55,18.44
2022-05-01 12:47:56,18.44
2022-05-01 12:47:57,18.44
2022-05-01 12:47:58,18.44
2022-05-01 12:47:59,18.44
2022-05-01 12:48:00,18.44
2022-05-01 12:48:01,18.44
2022-05-01 12:48:02,18.44
2022-05-01 12:48:03,18.44
2022-05-01 12:48:04,18.44
2022-05-01 12:48:05,18.44
2022-05-01 12:48:06,18.44
2022-05-01 12:48:07,18.44
2022-05-01 12:48:08,18.44
2022-05-01 12:48:09,18.44
2022-05-01 12:48:10,18.44
2022-05-01 12:48:11,18.44
2022-05-01 12:48:12,18.44
2022-05-01 12:48:13,18.44
2022-05-01 12:48:14,18.44
2022-05-01 12:48:15,18.44
2022-05-01 12:48:16,18.44
2022-05-01 12:48:17,18.44
2022-05-01 12:48:18,18.44
2022-05-01 12:48:19,18.44
2022-05-01 12:48:20,18.44
2022-05-01 12:48:21,18.44
2022-05-01 12:48:22,18.44
2022-05-01 12:48:23,18.44
2022-05-01 12:48:24,18.44
2022-05-01 12:48:25,18.44
2022-05-01 12:48:26,18.44
2022-05-01 12:48:27,18.44
2022-05-01 12:48:28,18.44
2022-05-01 12:48:29,18.44
2022-05-01 12:48:30,18.44
2022-05-01 12:48:31,18.44
2022-05-01 12:48:32,18.44
2022-05-01 12:48:33,18.44
2022-05-01 12:48:34,18.44
2022-05-01 12:48:35,18.44
2022-05-01 12:48:36,18.44
2022-05-01 12:48:37,18.44
2022-05-01 12:48:38,18.44
2022-05-01 12:48:39,18.44
2022-05-01 12:48:40,18.44
2022-05-01 12:48:41,18.44
2022-05-01 12:48:42,18.44
2022-05-01 12:48:43,18.44
2022-05-01 12:48:44,18.44
2022-05-01 12:48:45,18.44
2022-05-01 12:48:46,18.44
2022-05-01 12:48:47,18.44
2022-05-01 12:48:48,18.44
2022-05-01 12:48:49,18.44
2022-05-01 12:48:50,18.44
2022-05-01 12:48:51,18.44
2022-05-01 12:48:52,18.44
2022-05-01 12:48:53,18.44
2022-05-01 12:48:54,18.44
2022-05-01 12:48:55,18.44
2022-05-01 12:48:56,18.5
2022-05-01 12:48:57,18.5
2022-05-01 12:48:58,18.5
2022-05-01 12:48:59,18.5
2022-05-01 12:49:00,18.5
2022-05-01 12:49:01,18.5
2022-05-01 12:49:02,18.5
2022-05-01 12:49:03,18.5
2022-05-01 12:49:04,18.5
2022-05-01 12:49:05,18.5
2022-05-01 12:49:06,18.5
2022-05-01 12:49:07,18.5
2022-05-01 12:49:08,18.5
2022-05-01 12:49:09,18.5
2022-05-01 12:49:10,18.5
2022-05-01 12:49:11,18.44
2022-05-01 12:49:12,18.44
2022-05-01 12:49:13,18.44
2022-05-01 12:49:14,18.44
2022-05-01 12:49:15,18.44
2022-05-01 12:49:16,18.44
2022-05-01 12:49:17,18.44
2022-05-01 12:49:18,18.44
2022-05-01 12:49:19,18.44
2022-05-01 12:49:20,18.44
2022-05-01 12:49:21,18.44
2022-05-01 12:49:22,18.44
2022-05-01 12:49:23,18.44
2022-05-01 12:49:24,18.44
2022-05-01 12:49:25,18.44
2022-05-01 12:49:26,18.44
2022-05-01 12:49:27,18.44
2022-05-01 12:49:28,18.44
2022-05-01 12:49:29,18.44
2022-05-01 12:49:30,18.44
2022-05-01 12:49:31,18.44
2022-05-01 12:49:32,18.44
2022-05-01 12:49:33,18.44
2022-05-01 12:49:34,18.44
2022-05-01 12:49:35,18.44
2022-05-01 12:49:36,18.44
2022-05-01 12:49:37,18.44
2022-05-01 12:49:38,18.44
2022-05-01 12:49:39,18.44
2022-05-01 12:49:40,18.44
2022-05-01 12:49:41,18.44
2022-05-01 12:49:42,18.5
2022-05-01 12:49:43,18.5
2022-05-01 12:49:44,18.5
2022-05-01 12:49:45,18.5
2022-05-01 12:49:46,18.5
2022-05-01 12:49:47,18.5
2022-05-01 12:49:48,18.5
2022-05-01 12:49:49,18.5
2022-05-01 12:49:50,18.5
2022-05-01 12:49:51,18.5
2022-05-01 12:49:52,18.5
2022-05-01 12:49:53,18.5
2022-05-01 12:49:54,18.5
2022-05-01 12:49:55,18.5
2022-05-01 12:49:56,18.5
2022-05-01 12:49:57,18.5
2022-05-01 12:49:58,18.44
2022-05-01 12:49:59,18.44
2022-05-01 12:50:00,18.44
2022-05-01 12:50:01,18.44
2022-05-01 12:50:02,18.44
2022-05-01 12:50:03,18.44
2022-05-01 12:50:04,18.44
2022-05-01 12:50:05,18.44
2022-05-01 12:50:06,18.44
2022-05-01 12:50:07,18.44
2022-05-01 12:50:08,18.44
2022-05-01 12:50:09,18.44
2022-05-01 12:50:10,18.44
2022-05-01 12:50:11,18.44
2022-05-01 12:50:12,18.44
2022-05-01 12:50:13,18.44
2022-05-01 12:50:14,18.5
2022-05-01 12:50:15,18.5
2022-05-01 12:50:16,18.5
2022-05-01 12:50:17,18.5
2022-05-01 12:50:18,18.5
2022-05-01 12:50:19,18.5
2022-05-01 12:50:20,18.5
2022-05-01 12:50:21,18.5
2022-05-01 12:50:22,18.5
2022-05-01 12:50:23,18.5
2022-05-01 12:50:24,18.5
2022-05-01 12:50:25,18.5
2022-05-01 12:50:26,18.5
2022-05-01 12:50:27,18.5
2022-05-01 12:50:28,18.5
2022-05-01 12:50:29,18.5
2022-05-01 12:50:30,18.5
2022-05-01 12:50:31,18.5
2022-05-01 12:50:32,18.5
2022-05-01 12:50:33,18.5
2022-05-01 12:50:34,18.5
2022-05-01 12:50:35,18.5
2022-05-01 12:50:36,18.5
2022-05-01 12:50:37,18.5
2022-05-01 12:50:38,18.5
2022-05-01 12:50:39,18.5
2022-05-01 12:50:40,18.5
2022-05-01 12:50:41,18.5
2022-05-01 12:50:42,18.5
2022-05-01 12:50:43,18.5
2022-05-01 12:50:44,18.5
2022-05-01 12:50:45,18.5
2022-05-01 12:50:46,18.5
2022-05-01 12:50:47,18.5
2022-05-01 12:50:48,18.5
2022-05-01 12:50:49,18.5
2022-05-01 12:50:50,18.5
2022-05-01 12:50:51,18.5
2022-05-01 12:50:52,18.5
2022-05-01 12:50:53,18.5
2022-05-01 12:50:54,18.5
2022-05-01 12:50:55,18.5
2022-05-01 12:50:56,18.5
2022-05-01 12:50:57,18.5
2022-05-01 12:50:58,18.5
2022-05-01 12:50:59,18.5
